"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","33","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","0","0","66","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","0","0","12","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicTemplateMaterial.BasicTemplateMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","0","0","36","3","0.000000","0","48"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","671","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","50","6","0.000000","0","3"
"/Game/SHIROGOROV/Drone2/Material_022.Material_022","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_021.Material_021","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_020.Material_020","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_019.Material_019","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_018.Material_018","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_017.Material_017","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_016.Material_016","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_015.Material_015","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_014.Material_014","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_013.Material_013","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_012.Material_012","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_010.Material_010","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_009.Material_009","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_008.Material_008","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_007.Material_007","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_006.Material_006","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_005.Material_005","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_004.Material_004","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_003.Material_003","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_011.Material_011","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_024.Material_024","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_023.Material_023","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","123","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_002.Material_002","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_001.Material_001","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material.Material","0","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/W_Yellow-white.W_Yellow-white","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Mat_PolygonPrototype_Water.Mat_PolygonPrototype_Water","0","0","27","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Mat_PolygonPrototype_Glass.Mat_PolygonPrototype_Glass","0","0","45","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/SHIROGOROV/M_Blue-white.M_Blue-white","0","0","21","1","0.000000","0","0"
"/Game/SHIROGOROV/M_Black-red.M_Black-red","0","0","21","1","0.000000","0","0"
"/Game/SHIROGOROV/M_Black-green.M_Black-green","0","0","21","1","0.000000","0","0"
"/Game/SHIROGOROV/Material_004.Material_004","0","0","24","1","0.000000","0","0"
"/Game/SHIROGOROV/Material_002.Material_002","0","0","24","1","0.000000","0","0"
"/Game/SHIROGOROV/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/SHIROGOROV/Material.Material","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","0","66","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","0","41","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","0","66","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Mat_PolygonPrototype_01.Mat_PolygonPrototype_01","0","0","75","1","0.000000","0","0"
"/Game/Mixamo/phong1.phong1","0","0","24","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_10.Mat_PolygonPrototype_10","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_09.Mat_PolygonPrototype_09","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_08.Mat_PolygonPrototype_08","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_07.Mat_PolygonPrototype_07","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_06.Mat_PolygonPrototype_06","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_05.Mat_PolygonPrototype_05","0","0","33","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_04.Mat_PolygonPrototype_04","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_03.Mat_PolygonPrototype_03","0","0","21","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_02.Mat_PolygonPrototype_02","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Mat_Polygon_Prototype_Glow_Ring_FX.Mat_Polygon_Prototype_Glow_Ring_FX","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/PolygonPrototype/Materials/Base/Mat_PolygonPrototype_Gobal_Grid_01_Base.Mat_PolygonPrototype_Gobal_Grid_01_Base","0","0","33","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","0","80","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","0","84","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","56","1","0.000000","0","0"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","0","0","56","2","0.000000","0","140"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","0","0","15","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","100","6","0.000000","0","0"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","21","1","0.000000","0","0"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","112","2","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","63","3","0.000000","0","21"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","0","0","42","2","0.000000","0","21"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","244","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","244","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","76","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","244","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","244","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","91","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","49","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","24","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","49","0","12","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_LeftEyeGreen_RightEyeRed.M_LeftEyeGreen_RightEyeRed","49","0","12","1","0.000000","0","0"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","49","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","25","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","24","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","49","0","33","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Metal.M_Metal","49","0","41","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","49","0","49","1","0.000000","0","0"
"/Engine/VREditor/FloatingText/LineMaterial.LineMaterial","49","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","61","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","61","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","61","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","49","0","66","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","49","0","33","1","0.000000","0","0"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","49","0","12","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicTemplateMaterial.BasicTemplateMaterial","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","0","29","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","21","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","49","0","36","3","0.000000","0","48"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","947","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","54","6","0.000000","0","3"
"/Game/SHIROGOROV/Drone2/Material_022.Material_022","49","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_021.Material_021","49","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_020.Material_020","49","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_019.Material_019","49","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_018.Material_018","49","0","12","1","0.000000","0","0"
"/Game/SHIROGOROV/Drone2/Material_017.Material_017","49","0","12","1","0.000000","0","0"
